date,song,artist,this_week,last_week,peak_position,weeks_on_chart
2019-07-20,Out The Mud,Lil Baby Featuring Future,85,70,70,3
2019-07-20,Calma,Pedro Capo X Farruko,86,87,71,17
2019-07-20,Before I Let Go,Beyonce,87,80,65,12
2019-07-20,Love Ain't,Eli Young Band,88,91,50,13
2019-07-20,Sanguine Paradise,Lil Uzi Vert,89,96,28,13
2019-07-20,Girls Need Love,Summer Walker X Drake,90,90,37,20
2019-07-20,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",91,93,81,5
2019-07-20,Mother's Daughter,Miley Cyrus,92,83,54,3
2019-07-20,Wake Up,Travis Scott,93,94,30,6
2019-07-20,Que Pretendes,J Balvin & Bad Bunny,94,65,65,2
2019-07-20,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",95,,95,1
2019-07-20,Tap,NAV Featuring Meek Mill,96,99,89,5
2019-07-20,MEGATRON,Nicki Minaj,97,92,20,3
2019-07-20,I Don't Know About You,Chris Lane,98,,98,1
2019-07-20,Ocean Eyes,Billie Eilish,99,100,84,20
2019-07-20,Only Human,Jonas Brothers,100,,91,4
2019-07-27,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,1,20
2019-07-27,Bad Guy,Billie Eilish,2,2,2,16
2019-07-27,I Don't Care,Ed Sheeran & Justin Bieber,3,6,2,10
2019-07-27,Senorita,Shawn Mendes & Camila Cabello,4,5,2,4
2019-07-27,Talk,Khalid,5,4,3,23
2019-07-27,Truth Hurts,Lizzo,6,7,6,11
2019-07-27,Goodbyes,Post Malone Featuring Young Thug,7,3,3,2
2019-07-27,Sucker,Jonas Brothers,8,8,1,20
2019-07-27,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,9,1,39
2019-07-27,No Guidance,Chris Brown Featuring Drake,10,12,9,6
2019-07-27,Suge,DaBaby,11,10,7,16
2019-07-27,Money In The Grave,Drake Featuring Rick Ross,12,11,7,5
2019-07-27,If I Can't Have You,Shawn Mendes,13,14,2,11
2019-07-27,Wow.,Post Malone,14,13,2,30
2019-07-27,You Need To Calm Down,Taylor Swift,15,16,2,5
2019-07-27,"Hey Look Ma, I Made It",Panic! At The Disco,16,18,16,14
2019-07-27,Dancing With A Stranger,Sam Smith & Normani,17,15,7,27
2019-07-27,The Git Up,Blanco Brown,18,19,16,6
2019-07-27,Beautiful People,Ed Sheeran Featuring Khalid,19,40,19,3
2019-07-27,God's Country,Blake Shelton,20,17,17,16
2019-07-27,Without Me,Halsey,21,20,1,41
2019-07-27,Pop Out,Polo G Featuring Lil Tjay,22,21,11,17
2019-07-27,Ran$om,Lil Tecca,23,26,23,7
2019-07-27,Beer Never Broke My Heart,Luke Combs,24,23,22,11
2019-07-27,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,25,41,25,8
2019-07-27,Someone You Loved,Lewis Capaldi,26,36,26,10
2019-07-27,Happier,Marshmello & Bastille,27,22,2,48
2019-07-27,The London,"Young Thug, J. Cole & Travis Scott",28,29,12,8
2019-07-27,Panini,Lil Nas X,29,27,16,4
2019-07-27,7 Rings,Ariana Grande,30,24,1,26
2019-07-27,Sweet But Psycho,Ava Max,31,25,10,31
2019-07-27,Never Really Over,Katy Perry,32,31,15,7
2019-07-27,Whiskey Glasses,Morgan Wallen,33,28,17,20
2019-07-27,Speechless,Dan + Shay,34,34,24,30
2019-07-27,High Hopes,Panic! At The Disco,35,33,4,50
2019-07-27,Shotta Flow,NLE Choppa,36,38,36,13
2019-07-27,Antisocial,Ed Sheeran & Travis Scott,37,,37,1
2019-07-27,Act Up,City Girls,38,30,26,20
2019-07-27,Rumor,Lee Brice,39,35,25,19
2019-07-27,Middle Child,J. Cole,40,32,4,26
2019-07-27,Knockin' Boots,Luke Bryan,41,48,41,12
2019-07-27,Going Bad,Meek Mill Featuring Drake,42,42,6,33
2019-07-27,Some Of It,Eric Church,43,49,43,8
2019-07-27,Better,Khalid,44,47,8,44
2019-07-27,Pure Water,Mustard & Migos,45,39,23,25
2019-07-27,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,46,43,22,24
2019-07-27,My Type,Saweetie,47,67,47,3
2019-07-27,Shallow,Lady Gaga & Bradley Cooper,48,45,1,42
2019-07-27,Sicko Mode,Travis Scott,49,50,1,50
2019-07-27,Clout,Offset Featuring Cardi B,50,62,39,15
2019-07-27,All To Myself,Dan + Shay,51,57,51,11
2019-07-27,GIRL,Maren Morris,52,59,52,20
2019-07-27,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,53,,53,1
2019-07-27,Go Loko,"YG, Tyga & Jon Z",54,53,49,11
2019-07-27,ME!,Taylor Swift Featuring Brendon Urie,55,52,2,13
2019-07-27,Just Us,DJ Khaled Featuring SZA,56,56,43,9
2019-07-27,Remember The Name,Ed Sheeran Featuring Eminem & 50 Cent,57,,57,1
2019-07-27,Worth It,YK Osiris,58,61,52,22
2019-07-27,Nightmare,Halsey,59,54,15,9
2019-07-27,Rodeo,Lil Nas X & Cardi B Or Nas,60,51,22,4
2019-07-27,Cash Shit,Megan Thee Stallion Featuring DaBaby,61,74,61,4
2019-07-27,Rearview Town,Jason Aldean,62,69,62,8
2019-07-27,Easier,5 Seconds Of Summer,63,66,48,8
2019-07-27,Press,Cardi B,64,58,16,7
2019-07-27,EARFQUAKE,"Tyler, The Creator",65,55,13,9
2019-07-27,Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",66,44,44,2
2019-07-27,Callaita,Bad Bunny & Tainy,67,73,67,6
2019-07-27,Call You Mine,The Chainsmokers & Bebe Rexha,68,72,67,7
2019-07-27,Walk Me Home,P!nk,69,70,49,20
2019-07-27,Talk You Out Of It,Florida Georgia Line,70,77,70,22
2019-07-27,Look What God Gave Her,Thomas Rhett,71,65,32,20
2019-07-27,Trampoline,SHAED,72,78,72,7
2019-07-27,BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,73,60,60,2
2019-07-27,It's You,Ali Gatie,74,76,70,5
2019-07-27,Cool,Jonas Brothers,75,63,27,15
2019-07-27,Lalala,Y2K & bbno$,76,68,68,3
2019-07-27,The Ones That Didn't Make It Back Home,Justin Moore,77,84,77,5
2019-07-27,Raised On Country,Chris Young,78,80,78,7
2019-07-27,La La Land,Bryce Vine Featuring YG,79,81,79,7
2019-07-27,Soltera,"Lunay, Daddy Yankee & Bad Bunny",80,82,73,10
2019-07-27,24/7,Meek Mill Featuring Ella Mai,81,83,54,15
2019-07-27,One Thing Right,Marshmello & Kane Brown,82,79,57,4
